4905 2420
2771 288
219 19
223 19
184 41
111 7
5 0
184 16
1054 60
946 50
1057 61
856 61
949 61
950 50
932 710
2537 247
2116 268
2 268
103 5
103 65
5 144
17 208
92 5
2910 312
17 170
17 171
17 172
17 173
17 207
17 2
17 133
17 168
2917 314
186 145
206 18
2919 315
218 19
946 77
2078 166
2333 208
209 306
988 248
208 18
3208 435
792 241
665 314
665 247
665 308
41 306
103 306
103 313
805 312
186 16
1644 320
240 247
216 19
947 50
2916 314
185 320
185 335
1087 65
932 286
1135 312
1087 314
952 50
990 54
2332 208
1063 279
325 50
1202 286
721 41
5 312
2339 211
209 286
185 50
903 308
1647 312
2913 313
2915 314
948 50
2909 312
3015 347
0 0
3185 403
2908 347
3011 345
2991 335
1 332
3014 347
3020 349
108 345
30 2
400 286
400 308
925 320
2916 338
665 336
185 16
751 43
2870 349
221 19
2915 366
2938 320
3090 369
1085 65
2938 336
831 306
945 50
945 335
951 50
1902 232
2154 338
2329 237
1 5
2986 332
424 320
3019 371
2990 334
2531 347
3082 366
92 312
1876 378
2765 286
3010 345
2908 312
30 145
1027 335
2865 329
2920 315
988 53
2329 403
862 46
2535 308
3081 366
3018 349
2937 319
932 337
23 366
941 49
2329 207
2329 211
932 347
3440 465
3444 465
903 49
3443 465
3442 465
2901 338
174 14
1860 371
2107 336
2333 576
2908 437
3097 371
215 315
932 49
1142 334
3441 465
2079 171
2079 172
728 329
2908 439
220 19
2754 281
942 313
95 366
1319 371
3394 452
209 18
261 283
1422 378
1135 475
994 54
3228 460
3541 484
4 473
1526 174
942 329
3324 429
71 473
1977 974
564 329
1081 64
2908 428
671 475
3334 431
3392 452
3391 452
991 54
965 336
3 0
265 431
3653 534
30 1036
481 279
215 19
1174 526
213 19
3008 459
3008 371
734 157
1239 334
734 288
3390 451
836 473
2217 382
2899 513
1168 525
3009 345
2079 459
734 43
3320 430
940 459
885 63
885 288
2662 366
345 607
3497 473
3428 540
2740 460
218 633
3335 431
252 473
1526 170
1041 345
336 544
267 486
2990 441
3640 547
3545 486
3385 523
833 430
3083 366
1629 212
1629 519
1629 601
2665 544
1629 207
1629 208
1629 373
3639 525
1787 513
985 513
2978 436
58 460
3041 354
3076 364
3110 377
3110 1258
3110 1574
1207 459
2747 525
1526 514
1 557
658 462
4380 879
925 49
3540 483
3540 484
3110 971
3110 985
1940 1174
325 378
188 16
666 452
1760 473
2889 579
1239 72
697 340
3568 495
149 513
108 579
1519 610
2555 340
3675 545
6 0
134 535
1902 428
1902 495
578 530
927 371
3428 475
1965 610
2986 525
1439 507
371 541
3388 451
1177 456
1641 513
1641 514
3110 1174
3603 513
1177 832
2453 430
3094 666
2980 329
3578 502
1495 579
1592 108
2358 311
1339 584
247 465
2888 610
2887 528
671 579
1056 61
592 436
3355 437
925 470
2996 338
3143 666
1339 81
3544 658
805 311
3428 459
1066 574
207 584
1303 81
2219 340
325 534
3078 610
925 497
3477 579
3427 459
2978 328
3603 579
3871 645
3389 451
3356 437
1084 64
2017 158
3387 451
969 464
1160 526
3092 369
3208 407
3542 484
3637 584
716 41
716 436
3354 437
51 579
3544 579
801 668
3699 558
655 598
958 1020
3320 588
3640 526
3640 666
2520 541
943 49
2758 283
174 428
932 364
3010 514
2129 665
2303 630
665 666
3359 439
3331 431
3578 630
13 187
671 541
254 541
2256 451
3791 611
2889 308
1010 63
599 535
2989 334
1438 551
222 391
5 525
3388 522
1235 463
3438 464
3438 486
3485 607
110 256
3317 427
3433 495
541 457
10 1
13 138
986 53
1519 470
1519 497
969 642
557 81
2096 526
80 588
3890 665
2890 309
13 136
310 308
969 463
3163 470
13 140
1760 607
3029 665
3385 451
13 139
3433 535
3673 544
209 551
969 646
6 668
3732 578
927 49
1342 82
1252 74
13 211
86 584
1562 1036
13 207
3429 460
1640 600
1871 197
3724 742
13 57
1561 666
512 460
82 610
2331 470
2749 665
2970 470
3654 535
3019 767
1709 513
1303 464
2971 563
2717 472
935 49
935 247
935 308
935 552
935 583
3699 767
2831 308
985 53
2919 729
2526 245
2721 279
1004 747
942 49
3677 546
3506 477
345 512
2555 452
2991 475
3604 514
626 72
3667 541
3460 513
301 665
1083 64
13 745
207 18
60 579
3624 770
434 729
2500 535
2888 308
3476 588
2904 311
13 141
13 463
13 464
13 644
13 646
4084 770
245 92
207 306
2664 513
3474 770
2664 773
3333 431
686 428
13 219
13 229
459 781
3694 555
13 226
13 262
308 584
3328 430
13 51
2067 663
286 742
3945 700
3603 531
288 541
2017 222
1 0
1337 430
1103 579
837 56
1 748
617 37
617 457
3436 463
969 690
4085 771
1592 245
2887 308
3352 436
3815 664
2664 514
2986 557
1208 526
925 528
618 37
618 462
2533 247
617 770
864 46
3475 470
3475 497
864 766
1447 547
1500 665
3888 663
1640 607
1640 770
3437 463
862 785
2998 407
3477 470
3320 428
617 470
1039 725
2993 337
2993 379
732 469
994 554
638 663
188 469
188 483
188 613
2986 752
3647 771
3653 787
2205 187
797 769
3791 663
103 611
287 826
551 385
2439 584
448 451
2991 477
3351 436
1337 429
2913 532
13 218
1202 826
3212 470
2859 767
2441 222
2070 245
3079 365
2529 507
710 328
2919 770
1218 699
1936 700
4087 771
1337 1101
1096 547
3974 696
2454 831
1629 752
1193 430
672 826
14 136
1349 837
1687 245
993 486
1876 579
3474 629
4194 809
2725 493
3437 464
3681 663
134 462
622 38
4044 752
1544 769
944 49
1794 440
986 272
1655 240
3538 482
383 770
3895 668
1300 460
2935 319
91 404
3881 662
589 785
4091 773
3668 826
3144 460
927 772
1321 81
3790 849
22 740
1875 702
13 568
1202 770
3543 773
13 43
13 611
42 905
2604 905
4014 905
4405 905
345 63
3318 427
13 276
13 142
623 470
623 523
2941 747
1235 905
479 63
479 464
479 486
442 532
345 769
4406 905
1004 56
2138 427
3429 905
3025 434
3144 437
2938 809
396 569
3654 769
3346 769
1103 905
2717 905
288 905
4004 905
265 905
951 905
4286 831
3699 664
1328 584
4020 785
2326 676
2326 682
2917 844
14 563
947 826
3328 844
775 844
3676 546
2575 699
3011 852
2890 538
685 781
2426 663
3412 752
3336 431
518 844
13 569
2343 831
3412 724
1349 771
3477 497
282 600
1087 889
470 31
470 903
3657 742
2386 427
1096 332
1876 905
3666 541
13 642
4177 826
1109 844
3882 662
2485 716
2716 279
42 705
1289 787
3338 452
158 547
359 817
4290 834
3349 770
1429 541
931 858
1069 769
3353 437
11 1
1093 839
200 18
2259 740
3328 959
479 962
2521 242
2729 327
3805 916
3 668
1081 555
698 353
2464 470
1874 916
705 541
65 765
735 483
3805 859
1060 591
3571 497
3728 849
948 459
3847 630
345 470
1514 600
1298 667
10 667
42 471
1282 588
932 830
3654 550
3699 563
3527 760
2717 844
3551 950
225 457
3071 970
3329 430
3485 470
653 514
1298 839
14 53
2119 970
3118 502
3647 558
3490 470
2476 849
240 533
2931 611
970 51
1355 457
1355 219
2778 959
2453 428
3775 916
566 428
167 770
4020 814
4039 858
697 393
110 663
1414 858
2635 488
4015 725
1152 471
154 615
361 28
14 6
1794 400
2996 497
2996 849
2190 345
3332 431
2520 242
42 531
4310 844
2655 482
10 689
275 831
2434 451
735 839
924 806
4287 831
651 436
2697 493
2609 451
3349 986
3349 1029
2529 247
574 551
3647 781
361 781
430 806
775 806
2917 837
4535 1028
2716 1028
1086 65
1092 837
3862 849
33 986
20 2
932 615
518 781
2551 986
597 986
4455 1028
3489 859
483 1028
1545 1029
653 781
3015 852
2453 742
1561 630
3328 806
2716 1029
3945 1029
2119 558
1728 771
3943 837
2921 676
1289 241
1209 986
203 18
1060 61
3650 781
3626 852
4296 986
156 986
1526 516
1114 806
3936 986
1204 1028
4557 1059
3880 662
926 748
4177 806
3353 837
1644 837
4536 1028
1093 1029
1428 1029
139 584
4296 837
4317 849
1514 101
2529 598
716 677
4178 905
2752 530
8 677
3649 530
74 837
4534 1028
518 530
4477 986
2597 1029
1027 354
1027 602
3789 608
3846 630
1027 819
2772 895
2772 903
1524 677
4270 986
759 338
3650 530
759 530
1534 532
3789 677
2617 1036
759 827
4317 886
3771 664
1093 1028
1304 253
2993 456
2993 585
3845 629
110 13
345 497
3493 772
14 1
564 725
948 826
3934 1028
2996 470
1066 554
3934 1052
1270 77
1092 677
2275 1009
801 408
2975 717
525 1059
1590 986
573 555
617 839
3647 530
3647 677
617 1010
962 771
925 303
590 428
3857 637
2472 233
992 54
903 813
805 886
927 629
1151 502
653 530
0 781
1027 197
3806 806
4537 1029
3727 677
1548 767
2392 849
20 986
20 1028
2241 189
448 768
23 830
3689 641
3052 672
4089 772
716 530
1097 1068
0 1083
4257 1083
1027 1083
3468 468
3777 1083
209 1083
2617 1083
833 1083
3648 530
3461 662
4555 1049
1640 1083
4159 859
816 1029
555 60
805 483
166 1083
811 540
2536 769
705 1083
2067 1083
4119 792
4285 831
3189 1083
804 1083
1627 630
3650 1028
2771 1083
1095 1083
3650 1083
2604 1083
1514 429
3266 544
984 700
14 764
3934 950
1810 1083
245 540
3945 677
4033 742
2367 218
3766 827
2609 1083
2917 886
3728 950
1300 1083
595 1083
801 1083
2620 1083
1114 1083
459 837
924 279
114 645
4455 1051
2233 1083
2995 428
1243 1083
970 1083
3668 541
222 611
716 950
885 1083
1027 279
3602 512
3266 545
3639 1083
266 785
3329 950
3728 1068
394 600
1636 950
4565 1068
1637 1083
4171 1083
3304 1083
1196 819
279 1049
383 1068
107 6
213 858
222 555
3943 677
4313 846
3781 1083
1239 312
251 369
3424 456
3824 619
1239 689
3340 1068
518 541
1152 1083
2623 1083
1525 1086
4579 1086
3886 1086
154 820
177 1048
531 1086
1876 1086
4105 1083
216 1086
2822 1086
943 663
4578 1086
213 541
4508 1086
1629 218
3681 547
677 1086
3973 696
2568 991
3235 1086
222 29
1249 73
222 512
3456 1086
2174 1083
1569 1086
2759 283
3790 611
2711 831
1087 629
2 889
4219 1086
4178 1086
1618 1086
245 1086
2841 1086
4493 1104
160 12
589 831
3163 583
481 760
3689 767
1550 773
4128 1086
4580 1086
253 158
1605 1083
440 647
3392 859
3328 960
3659 1086
806 663
2608 1083
1621 1083
2819 1086
2464 497
891 509
372 1028
3680 547
1712 240
3941 696
3163 765
4320 852
2716 950
3023 766
3650 886
4183 1086
222 19
2768 471
2768 705
199 772
2777 1011
236 1023
941 526
3078 364
1552 785
2635 956
2878 1057
669 1068
110 7
3591 507
1096 1104
1355 94
3534 1082
3893 668
2869 781
2869 1029
705 968
1355 279
1985 279
95 760
2316 849
259 1030
3636 522
564 1025
948 456
4107 781
58 1010
1161 532
483 611
1585 1022
2551 1086
3189 431
1208 495
2119 540
3189 767
3907 768
1428 1083
364 705
1355 1049
1114 1128
4 986
1532 587
4355 1068
1165 238
1252 483
2221 728
222 234
3770 768
4105 1086
924 49
924 641
2594 1049
4604 1128
3815 1128
924 1128
3430 461
4296 1086
3887 663
1541 837
3887 847
213 857
2324 1086
2938 1086
1902 136
984 256
984 150
984 241
518 959
518 78
984 551
984 769
3706 857
4107 1029
924 324
3328 1128
936 986
2320 532
430 1128
424 1025
1204 319
3719 629
2553 667
3880 817
525 1048
386 663
1687 960
705 1128
713 1012
713 1013
2705 1055
775 1128
776 767
924 1127
984 108
1940 150
2933 319
95 769
390 988
0 215
971 857
3076 859
3806 1003
801 1009
95 1023
3786 1101
3806 1104
3806 1128
2594 817
3893 1153
2925 497
705 983
1151 988
3328 988
2977 1153
3547 769
1337 428
4020 730
4020 735
442 1009
3895 1009
4266 1028
705 400
4557 1145
2978 1153
1114 1153
3771 766
8 63
4508 1009
3535 1083
773 1120
3568 663
1282 704
2686 297
3800 1009
3076 403
223 1086
8 1120
3728 1153
203 49
2695 284
2336 908
942 547
1876 767
1994 1022
2371 1153
3542 613
1235 1009
13 52
2772 288
185 829
3341 1009
537 505
2551 787
3640 1059
846 72
222 192
2515 1009
3171 988
3815 988
1196 988
1107 1120
1174 1120
2623 1120
1174 1128
1647 1128
6 1153
3403 988
2985 1009
1500 1120
3675 830
92 1104
1027 663
3640 1136
705 429
705 438
2198 546
1622 589
390 1116
1513 562
4148 1068
716 988
95 1015
790 1116
1243 1153
1204 1179
4 532
4316 849
2740 916
4491 1009
1154 702
1154 813
2805 817
1327 81
864 834
372 1052
518 1116
1312 767
3884 1116
924 93
4088 771
1283 809
846 734
261 968
2205 262
683 51
2991 1028
2759 1048
3562 717
970 1116
2941 428
513 1050
213 279
622 409
1161 1179
364 563
1312 661
3728 1179
222 505
2108 980
453 1188
4083 768
4347 1179
698 40
3884 663
3412 845
2674 540
1051 59
4508 1010
2911 456
3788 608
240 846
2893 552
1776 1010
1355 170
1355 343
4513 1010
4507 1009
4535 1179
3088 635
2441 326
3435 1128
947 1010
1355 83
2232 470
2990 475
3374 600
245 470
1629 493
359 1088
177 940
177 942
2179 1010
245 1090
1614 889
1146 1010
2828 1010
245 497
960 421
993 609
960 1036
705 207
705 373
4041 806
4520 1023
245 22
245 187
245 189
2243 637
877 1082
6 1116
4155 1123
430 1120
3694 1179
2103 174
2103 237
2103 601
249 831
940 1010
2103 1088
13 53
950 459
2735 841
3433 1009
2386 980
2044 534
1414 584
1418 785
941 1189
562 1216
1557 1216
3243 1216
160 1216
4293 1216
1202 1216
4664 1216
689 1216
2621 1216
3187 1178
3341 1178
2222 1178
3254 1178
4659 1216
781 1216
274 1216
4160 1216
3889 1216
401 1216
470 1216
3637 1178
1355 1178
249 1216
1526 1216
1096 1216
2608 1216
22 1216
1770 1216
275 1216
3779 1216
970 1216
245 1216
4665 1216
4461 1216
1122 67
2663 428
624 512
267 857
3897 1216
437 1216
2126 1216
1629 1049
4158 1178
768 1216
431 1216
4595 1216
54 63
6 407
2969 1216
442 1178
776 1216
677 1216
2198 1216
368 82
2676 267
620 557
2103 674
2632 1010
924 1216
560 1216
2176 1216
1822 1216
950 1216
4262 1216
843 1216
551 77
1218 522
1095 1086
2405 1088
3597 1216
1009 1216
369 1216
2779 1216
708 1216
359 1216
1640 1216
72 1216
390 1216
992 1216
395 1216
450 1216
1355 1216
1207 1216
3250 1216
3826 1216
857 1216
4316 1187
1098 1216
818 1216
397 1216
3936 1216
1333 1216
650 1216
1114 1216
3565 1216
1075 486
1081 729
55 1216
1219 1216
1724 1216
3120 1216
3668 1216
2067 1216
422 1216
1370 355
3112 439
475 1216
4662 1216
4249 1216
208 1216
3384 1216
2228 1216
899 1023
1736 1216
2363 1216
1548 1216
833 1216
1731 1216
3271 1216
3202 644
203 1216
2175 1216
236 1216
1111 1216
1630 218
2988 767
2938 889
1630 1188
1560 1216
1413 724
2624 1178
2859 1216
1814 1216
3346 1216
855 1216
2696 668
2662 768
2662 814
2610 1216
