16638,10217
313,34
810,89
104,78
102,92
183,17
629,101
183,193
183,280
3059,421
183,526
102,24
123,48
123,60
123,104
917,477
123,53
123,895
2203,307
102,97
102,122
102,325
102,436
102,8
258,159
102,310
3059,419
102,421
123,89
123,93
104,524
2466,551
2466,554
1615,210
1615,378
917,105
459,76
183,137
183,273
102,205
104,180
102,269
123,278
123,91
246,539
480,54
212,288
480,565
123,226
183,228
246,322
123,280
2466,546
1331,172
324,203
324,89
324,361
1331,636
184,17
184,33
184,89
184,92
184,93
184,101
324,266
324,280
184,338
184,372
184,374
260,58
1003,118
260,637
324,171
324,174
324,177
324,244
324,304
324,479
5243,715
2466,545
2466,547
123,325
324,85
752,94
752,105
123,374
123,372
123,637
184,56
184,244
184,621
574,58
2602,361
918,273
918,526
123,287
324,727
123,477
123,171
480,279
123,20
123,30
324,490
324,226
218,204
218,79
218,58
218,89
218,736
1478,633
459,526
459,621
218,106
918,474
218,131
182,70
260,105
260,418
218,234
218,243
140,519
123,576
621,727
182,17
182,103
218,159
182,214
2466,334
218,734
918,676
178,30
621,738
621,147
621,149
621,151
621,152
123,274
621,118
621,169
621,170
178,81
918,106
621,148
457,127
324,215
457,353
104,76
324,500
324,631
324,641
104,727
140,404
123,633
123,81
288,6180
324,187
324,263
324,556
324,287
2576,635
324,679
123,227
5120,676
178,22
166,77
166,251
166,15
621,61
123,65
97,83
166,93
123,147
166,172
260,172
621,201
621,563
324,258
2576,359
2576,360
235,360
235,564
235,585
459,722
459,736
166,13
218,374
212,21
212,477
5124,677
621,574
123,677
109,121
109,240
123,320
123,137
166,280
104,492
123,83
123,58
2576,365
246,26
918,304
146,538
324,136
324,252
640,254
104,244
104,245
104,246
246,61
477,118
123,285
104,280
104,420
104,513
123,296
123,353
123,376
123,210
104,167
4155,554
1692,226
1692,258
1692,1351
477,58
1331,203
178,585
1331,700
104,342
4155,545
4155,703
640,213
489,88
324,59
4155,551
104,214
146,12
146,329
489,833
295,216
2368,317
218,21
2368,421
489,221
489,223
1949,280
488,48
123,252
488,365
5874,791
488,833
235,23
235,24
235,30
598,58
1790,338
235,539
235,636
235,637
235,833
235,180
235,377
324,726
235,812
324,832
324,893
183,304
183,367
489,307
488,171
640,66
140,513
140,837
183,722
260,27
218,108
218,236
917,320
917,364
917,404
917,479
3023,418
3023,419
489,621
489,637
917,378
140,492
489,251
489,325
295,526
212,280
123,339
140,64
140,244
140,542
1478,833
218,574
1478,193
2076,848
178,16
140,22
140,304
1370,782
1324,203
489,61
123,910
288,725
181,17
477,56
123,284
912,575
178,637
1324,171
489,161
123,905
918,371
123,109
123,136
123,300
123,302
621,237
621,238
621,380
5230,710
140,157
1692,421
1692,471
3023,524
123,321
123,322
295,64
295,250
178,353
295,564
1949,273
1405,373
489,95
295,243
1001,377
1001,180
685,325
685,837
489,87
123,117
4004,525
123,723
489,736
688,75
688,121
688,361
688,538
688,171
256,26
256,84
256,89
1693,226
256,302
256,307
256,320
640,419
181,106
123,95
123,487
123,492
123,498
123,507
123,516
685,75
324,214
123,837
489,900
123,375
1693,718
123,715
234,715
234,23
181,525
893,911
140,6091
140,676
234,58
885,99
885,225
885,230
489,168
1405,181
140,251
140,861
140,888
457,78
207,21
189,48
207,223
207,478
207,636
640,727
140,481
140,12
489,98
181,549
489,89
685,565
201,118
201,75
140,187
140,190
182,831
324,129
324,99
140,543
324,717
140,253
140,297
161,107
140,124
324,186
324,190
489,302
140,326
2244,363
201,20
161,21
489,48
161,243
234,565
687,75
687,837
196,19
207,82
893,119
196,538
2368,497
234,361
234,621
295,106
104,837
104,88
621,251
295,376
324,905
893,574
324,1681
140,905
324,250
1478,236
1478,238
201,736
813,361
563,837
295,31
473,47
439,127
917,213
917,304
917,322
178,404
1405,727
917,924
295,670
183,95
104,252
618,894
563,633
563,57
656,263
563,105
2603,361
295,194
295,195
656,164
181,951
324,159
324,168
324,169
181,542
324,752
295,904
5990,841
6510,918
324,285
2466,951
161,244
563,303
1692,361
113,896
457,44
324,410
161,13
5338,907
181,750
181,89
685,262
598,171
477,565
731,81
598,113
161,245
289,895
123,10
1370,176
123,205
705,90
459,303
459,365
1389,179
705,250
109,4958
246,301
202,20
202,61
202,64
3055,419
202,837
629,97
181,249
629,894
181,487
181,723
813,89
813,113
813,246
813,373
324,165
181,280
181,84
189,18
189,803
202,60
705,117
1405,574
5990,812
477,609
603,171
202,106
3095,421
1692,922
115,361
232,948
202,147
477,745
1664,266
1308,171
1308,562
1308,791
696,361
696,563
696,746
696,906
324,312
324,317
324,791
1813,574
183,93
324,910
893,118
1069,131
1692,419
324,315
324,316
2079,954
1664,274
2079,289
705,349
2526,343
687,833
705,158
2526,837
689,75
689,165
689,812
689,609
689,833
836,250
629,64
288,30
281,353
288,741
927,108
200,353
1597,207
477,380
187,18
187,736
137,939
477,48
477,117
477,201
196,540
474,57
474,564
115,130
1240,936
1240,940
853,895
2076,852
232,564
115,23
603,570
1240,181
1240,183
1240,935
1240,937
187,1015
115,540
1240,832
1240,938
1345,173
1345,174
600,565
232,78
2692,374
181,668
1240,378
1240,714
696,238
696,302
696,955
696,131
696,165
1001,171
696,246
696,254
696,977
1240,337
1240,933
1240,1024
324,1025
5874,982
221,21
5457,954
115,1012
232,4958
232,4990
232,6180
760,84
232,177
232,833
232,910
689,563
439,123
201,137
1293,167
202,307
202,835
995,365
232,165
232,745
191,90
705,78
705,361
199,365
206,565
90,8
686,75
686,289
181,520
201,311
201,315
995,119
201,213
2319,865
2319,866
201,123
201,936
199,20
1240,209
1240,712
1240,939
199,76
2319,315
893,101
324,35
259,60
259,57
259,833
680,841
3172,433
259,950
3374,451
2319,312
2319,316
689,113
805,88
232,717
696,77
696,828
696,890
696,172
232,622
474,995
324,181
183,205
439,125
206,21
206,118
324,311
1695,634
1240,158
232,23
259,608
573,58
2019,491
573,75
573,158
573,167
573,609
569,58
115,124
569,621
185,251
760,166
573,236
573,910
1976,274
6650,1026
711,374
113,978
573,125
90,131
573,201
752,301
752,361
1976,576
90,742
723,89
723,636
1976,782
90,376
221,23
1001,118
863,636
1240,520
1240,833
206,114
1005,562
6098,837
187,1019
863,95
1303,170
863,562
863,924
863,1026
569,237
569,75
2603,574
2603,832
569,236
187,1031
187,89
262,64
262,513
262,718
90,114
232,171
232,174
2394,325
232,828
724,79
579,717
189,556
2394,910
1005,119
620,79
324,833
1746,1025
123,995
123,2952
651,198
97,89
811,89
3929,514
592,565
592,804
110,715
123,5144
698,130
698,833
110,56
1240,199
736,201
711,837
113,894
711,954
650,67
715,79
1006,225
715,372
715,373
233,23
233,171
233,982
233,993
715,1025
715,88
715,306
715,718
233,950
1006,119
1006,311
1006,353
1006,609
2691,374
799,982
258,317
258,956
2019,714
801,88
711,78
192,19
2019,284
2019,562
123,981
203,20
2019,861
203,894
203,1058
995,1058
1240,1075
826,954
863,560
863,226
7010,1055
7010,1076
203,227
597,58
863,96
597,262
597,841
715,175
480,48
597,1049
486,48
115,250
889,101
2377,1030
541,113
457,988
2613,541
312,1058
995,117
617,539
4524,903
195,954
192,325
192,837
959,113
2372,564
3037,421
262,253
262,1084
97,8
3022,418
181,251
97,25
995,782
532,713
2635,982
715,180
995,201
995,565
312,58
1045,826
1045,827
988,116
988,565
988,574
696,894
988,119
988,1075
1045,167
1045,361
1695,226
4004,1063
459,44
200,320
200,322
1045,128
1045,169
1002,118
1002,1075
312,1083
203,918
680,373
1070,994
715,995
7019,1058
715,2952
185,18
482,48
1285,165
1071,238
532,558
185,634
532,712
1071,1058
687,183
687,563
660,608
886,922
687,939
687,940
1689,224
1689,1149
1071,131
1695,579
715,903
1672,954
806,5144
200,20
200,104
532,924
715,574
110,673
886,322
603,1084
200,127
200,296
200,311
200,198
96,782
96,1056
96,1149
200,307
200,718
96,8
475,48
532,607
1397,180
110,1022
959,1145
617,60
719,119
196,175
617,180
532,304
196,585
196,948
532,556
617,988
597,119
617,670
597,1169
532,205
619,202
619,353
619,567
619,609
619,954
619,994
6840,1014
730,1015
808,1017
730,1065
251,105
715,902
715,1017
1001,192
1045,1066
803,88
532,291
2377,1169
808,89
806,90
808,93
137,171
1672,260
1689,260
886,1171
730,80
806,92
115,727
115,1015
871,1171
262,27
262,478
4410,563
532,714
4410,837
181,1065
886,621
112,30
3652,980
439,131
1935,420
481,48
481,50
115,1009
137,11
3652,906
112,17
4825,622
3652,1021
112,320
112,715
571,226
571,896
200,565
262,97
981,115
571,478
439,1075
112,9
292,31
1045,160
112,837
1045,1123
5632,943
112,42
112,258
112,616
112,618
96,322
96,634
96,325
891,104
112,259
294,320
112,908
891,105
115,287
897,365
112,614
6080,831
312,127
325,138
325,35
325,833
1302,954
325,1048
251,57
251,977
1870,262
571,58
251,1115
5763,1055
115,349
1302,567
181,1131
1302,1150
124,1123
115,940
312,34
889,750
889,1052
223,128
671,812
2584,934
2160,1014
200,244
200,506
115,609
232,164
232,1098
115,181
115,214
802,88
802,226
115,249
1659,361
262,129
671,1098
7537,1173
484,48
420,101
2160,302
484,365
420,715
2380,320
6649,954
484,564
484,621
1045,1055
738,1178
1309,171
115,687
889,1082
889,325
115,902
889,980
1036,172
115,177
671,71
223,832
204,48
204,51
204,52
231,171
204,320
115,10
204,20
204,82
115,903
187,976
187,1020
232,1083
841,183
204,253
112,265
112,304
115,373
420,42
721,108
204,312
204,791
221,1015
562,57
671,249
2393,325
1659,343
456,44
115,302
456,1066
5259,905
532,450
2581,622
204,367
294,31
290,1208
707,78
1071,198
693,564
579,337
579,1024
6651,954
1005,1024
115,556
1036,565
650,201
290,94
115,576
894,192
894,260
894,565
650,894
290,30
290,621
290,993
242,365
1036,127
1036,361
262,113
262,251
104,161
6349,1126
313,608
262,1110
474,48
474,565
1005,1098
561,57
2691,953
183,1120
2615,1127
115,718
115,1166
232,1047
258,32
2615,1117
2615,1128
2615,361
294,1196
115,205
115,558
877,986
619,61
619,633
619,993
2615,621
218,1075
115,722
2004,281
2635,367
2706,379
693,837
115,1013
115,744
258,1264
959,621
1070,1082
484,1023
484,1025
484,1104
484,1264
115,154
115,155
218,180
115,686
2001,280
115,262
1689,1150
232,198
115,975
877,908
115,988
906,1065
115,33
221,164
2393,367
115,736
484,623
294,894
561,994
115,1049
484,1077
1377,479
115,633
1377,715
115,1050
2380,1027
738,82
738,226
262,220
115,537
484,939
484,1146
696,1153
802,1055
7018,1058
658,1065
738,1131
477,1048
218,745
3647,477
218,744
564,57
658,103
532,419
532,422
532,451
2203,1315
183,558
183,1264
1085,1265
2591,361
2591,565
2591,1116
7608,1191
439,574
183,136
183,244
183,379
183,520
4023,526
183,562
719,1066
183,1153
172,15
172,20
172,31
297,364
172,564
172,1048
297,1166
115,251
1709,247
1709,273
906,1117
696,184
172,175
191,1056
2635,565
2635,609
2203,1311
115,66
115,98
439,948
439,121
2635,1372
877,576
